Geo,Year,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4
156,2030,0.32,0.39,0.23,0.06
157,2030,0.2,0.39,0.28,0.13
158,2030,0.27,0.26,0.26,0.21
159,2030,0.48,0.35,0.12,0.05
160,2030,0.25,0.25,0.29,0.21
161,2030,0.23,0.31,0.29,0.17
162,2030,0.12,0.24,0.33,0.31
163,2030,0.3,0.3,0.16,0.23
164,2030,0.14,0.31,0.33,0.22
165,2030,0.42,0.29,0.17,0.12
166,2030,0.25,0.2,0.34,0.21
167,2030,0.5,0.17,0.23,0.1
168,2030,0.35,0.42,0.15,0.08
169,2030,0.16,0.33,0.28,0.23
170,2030,0.51,0.07,0.07,0.35
171,2030,0.25,0.25,0.25,0.25
172,2030,0.12,0.09,0.25,0.54
173,2030,0.18,0.2,0.19,0.43
174,2030,0.11,0.25,0.25,0.39
175,2030,0.18,0.18,0.21,0.43
176,2030,0.11,0.18,0.21,0.5
177,2030,0.17,0.25,0.22,0.36
178,2030,0.09,0.08,0.18,0.65
179,2030,0.04,0.13,0.31,0.52
180,2030,0.14,0.14,0.21,0.51
181,2030,0.12,0.1,0.18,0.6
182,2030,0.1,0.12,0.26,0.52
183,2030,0.16,0.26,0.16,0.42
184,2030,0.11,0.2,0.23,0.46
185,2030,0.13,0.17,0.26,0.44
186,2030,0.35,0.26,0.23,0.16
187,2030,0.34,0.31,0.26,0.09
188,2030,0.32,0.26,0.32,0.09
189,2030,0.31,0.31,0.27,0.11
190,2030,0.5,0.21,0.13,0.16
191,2030,0.18,0.32,0.28,0.22
192,2030,0.19,0.25,0.34,0.22
193,2030,0.15,0.22,0.34,0.29
194,2030,0.33,0.37,0.2,0.1
195,2030,0.31,0.31,0.27,0.11
196,2030,0.26,0.34,0.25,0.15
197,2030,0.15,0.25,0.33,0.27
198,2030,0.43,0.23,0.23,0.11
199,2030,0.37,0.35,0.19,0.09
200,2030,0.24,0.24,0.33,0.19
201,2030,0.26,0.23,0.35,0.16
202,2030,0.12,0.38,0.28,0.22
203,2030,0.1,0.26,0.32,0.32
204,2030,0.4,0.18,0.28,0.14
205,2030,0.73,0.13,0.07,0.07
206,2030,0.64,0.22,0.1,0.04
207,2030,0.07,0.18,0.39,0.36
208,2030,0.15,0.32,0.21,0.32
209,2030,0.07,0.18,0.27,0.48
210,2030,0.11,0.19,0.28,0.42
211,2030,0.23,0.18,0.34,0.25
212,2030,0.2,0.26,0.3,0.24
213,2030,0.27,0.39,0.24,0.1
214,2030,0.33,0.29,0.26,0.12
215,2030,0.11,0.27,0.37,0.25
216,2030,0.31,0.24,0.27,0.18
217,2030,0.21,0.42,0.2,0.17
218,2030,0.18,0.25,0.3,0.27
219,2030,0.11,0.11,0.25,0.53
220,2030,0.17,0.22,0.18,0.43
221,2030,0.2,0.16,0.29,0.35
222,2030,0.2,0.38,0.22,0.2
223,2030,0.17,0.2,0.25,0.38
224,2030,0.27,0.23,0.19,0.31
225,2030,0.28,0.3,0.3,0.12
226,2030,0.12,0.22,0.37,0.29
227,2030,0.26,0.31,0.31,0.12
228,2030,0.36,0.29,0.22,0.13
229,2030,0.16,0.2,0.38,0.26
230,2030,0.25,0.29,0.21,0.25
231,2030,0.12,0.24,0.31,0.33
232,2030,0.11,0.26,0.32,0.31
233,2030,0.09,0.21,0.35,0.35
234,2030,0.13,0.22,0.37,0.28
235,2030,0.29,0.27,0.24,0.2
236,2030,0.22,0.37,0.31,0.1
237,2030,0.29,0.29,0.24,0.17
238,2030,0.21,0.25,0.32,0.22
239,2030,0.14,0.25,0.3,0.3
240,2030,0.22,0.23,0.27,0.27
241,2030,0.24,0.3,0.26,0.2
242,2030,0.25,0.3,0.35,0.1
243,2030,0.43,0.29,0.21,0.07
244,2030,0.22,0.37,0.28,0.13
245,2030,0.27,0.29,0.22,0.22
246,2030,0.29,0.36,0.23,0.12
247,2030,0.19,0.24,0.38,0.19
248,2030,0.2,0.31,0.27,0.22
249,2030,0.24,0.28,0.15,0.33
250,2030,0.27,0.24,0.24,0.25
251,2030,0.04,0.84,0.12,0
252,2030,0.16,0.22,0.28,0.34
253,2030,0.05,0.14,0.27,0.54
254,2030,0.16,0.21,0.24,0.39
255,2030,0.11,0.19,0.23,0.47
256,2030,0.3,0.27,0.16,0.27
257,2030,0.29,0.15,0.16,0.4
258,2030,0.32,0.22,0.18,0.28
259,2030,0.23,0.19,0.25,0.33
260,2030,0.1,0.17,0.39,0.34
261,2030,0.6,0.19,0.13,0.08
262,2030,0.26,0.23,0.28,0.23
263,2030,0.26,0.29,0.24,0.21
264,2030,0.16,0.22,0.3,0.32
265,2030,0.27,0.13,0.31,0.29
266,2030,0.37,0.37,0.17,0.09
267,2030,0.17,0.26,0.26,0.31
268,2030,0.24,0.2,0.3,0.26
269,2030,0.42,0.26,0.14,0.18
270,2030,0.47,0.21,0.23,0.09
271,2030,0.31,0.36,0.21,0.12
272,2030,0.49,0.3,0.16,0.05
273,2030,0.45,0.26,0.17,0.12
274,2030,0.52,0.17,0.22,0.09
275,2030,0.25,0.3,0.3,0.16
276,2030,0.26,0.25,0.28,0.21
277,2030,0.22,0.16,0.24,0.38
278,2030,0.22,0.22,0.29,0.27
279,2030,0.15,0.12,0.27,0.46
280,2030,0.08,0.08,0.19,0.65
281,2030,0.22,0.19,0.23,0.36
282,2030,0.11,0.14,0.31,0.44
283,2030,0.12,0.18,0.27,0.43
284,2030,0.05,0.11,0.27,0.57
285,2030,0.13,0.11,0.22,0.54
286,2030,0.26,0.4,0.22,0.12
287,2030,0.37,0.25,0.2,0.18
288,2030,0.26,0.29,0.27,0.18
289,2030,0.2,0.16,0.28,0.36
290,2030,0.29,0.29,0.23,0.18
291,2030,0.43,0.22,0.22,0.13
292,2030,0.23,0.34,0.3,0.13
293,2030,0.22,0.37,0.24,0.17
294,2030,0.25,0.29,0.23,0.23
295,2030,0.24,0.23,0.3,0.23
296,2030,0.33,0.3,0.22,0.15
297,2030,0.16,0.31,0.36,0.17
298,2030,0.41,0.32,0.17,0.1
299,2030,0.46,0.31,0.18,0.05
300,2030,0.28,0.19,0.16,0.37
301,2030,0.1,0.17,0.36,0.37
302,2030,0.12,0.22,0.31,0.35
303,2030,0.23,0.16,0.31,0.31
304,2030,0.23,0.32,0.24,0.21
305,2030,0.11,0.21,0.2,0.48
306,2030,0.16,0.14,0.31,0.39
307,2030,0.23,0.12,0.25,0.4
308,2030,0.15,0.23,0.3,0.32
309,2030,0.31,0.25,0.22,0.22
310,2030,0.17,0.18,0.22,0.43
311,2030,0.09,0.16,0.34,0.41
312,2030,0.15,0.27,0.13,0.45
313,2030,0.19,0.24,0.19,0.38
314,2030,0.09,0.25,0.39,0.27
315,2030,0.3,0.19,0.24,0.27
316,2030,0.45,0.38,0.12,0.05
317,2030,0.21,0.27,0.34,0.18
318,2030,0.51,0.26,0.18,0.05
319,2030,0.1,0.22,0.3,0.38
320,2030,0.12,0.26,0.3,0.32
321,2030,0.16,0.25,0.38,0.21
322,2030,0.21,0.2,0.36,0.23
323,2030,0.04,0.03,0.16,0.77
324,2030,0.17,0.21,0.25,0.37
325,2030,0.13,0.21,0.28,0.38
326,2030,0.2,0.21,0.26,0.33
327,2030,0.23,0.23,0.34,0.2
328,2030,0.14,0.29,0.33,0.24
329,2030,0.11,0.35,0.35,0.18
330,2030,0.09,0.18,0.36,0.37
331,2030,0.55,0.2,0.17,0.08
332,2030,0.45,0.13,0.22,0.2
333,2030,0.72,0.1,0.13,0.05
334,2030,0.18,0.31,0.25,0.26
335,2030,0.15,0.25,0.39,0.21
336,2030,0.14,0.23,0.29,0.34
337,2030,0.27,0.26,0.27,0.2
338,2030,0.3,0.31,0.23,0.16
339,2030,0.05,0.25,0.28,0.42
340,2030,0.16,0.2,0.34,0.3
341,2030,0.21,0.19,0.23,0.37
342,2030,0.15,0.24,0.24,0.37
343,2030,0.22,0.17,0.25,0.36
344,2030,0.14,0.46,0.3,0.1
345,2030,0.31,0.34,0.2,0.15
346,2030,0.29,0.36,0.25,0.1
347,2030,0.13,0.35,0.21,0.31
348,2030,0.4,0.38,0.16,0.06
349,2030,0.4,0.33,0.17,0.1
350,2030,0.51,0.26,0.09,0.14
351,2030,0.31,0.24,0.25,0.2
352,2030,0.15,0.21,0.3,0.34
353,2030,0.18,0.23,0.22,0.37
354,2030,0.12,0.32,0.27,0.29
355,2030,0.19,0.27,0.29,0.25
356,2030,0.17,0.33,0.32,0.18
357,2030,0.2,0.44,0.16,0.2
358,2030,0.22,0.19,0.36,0.23
359,2030,0.22,0.26,0.2,0.32
360,2030,0.13,0.27,0.3,0.3
361,2030,0.3,0.13,0.22,0.35
362,2030,0.16,0.18,0.37,0.29
363,2030,0.2,0.18,0.25,0.37
364,2030,0.39,0.28,0.19,0.14
365,2030,0.13,0.27,0.29,0.31
366,2030,0.08,0.25,0.31,0.36
367,2030,0.18,0.2,0.39,0.23
368,2030,0.14,0.19,0.3,0.37
369,2030,0.28,0.32,0.24,0.16
370,2030,0.18,0.36,0.26,0.2
371,2030,0.24,0.36,0.33,0.07
372,2030,0.16,0.16,0.32,0.36
373,2030,0.21,0.23,0.32,0.24
374,2030,0.12,0.27,0.26,0.35
375,2030,0.32,0.36,0.17,0.15
376,2030,0.2,0.24,0.29,0.27
377,2030,0.45,0.37,0.14,0.04
378,2030,0.08,0.19,0.4,0.33
379,2030,0.22,0.22,0.27,0.29
380,2030,0.12,0.24,0.31,0.33
381,2030,0.16,0.34,0.27,0.23
382,2030,0.18,0.26,0.26,0.3
383,2030,0.09,0.15,0.26,0.5
384,2030,0.02,0.18,0.32,0.48
385,2030,0.09,0.24,0.22,0.45
386,2030,0.27,0.25,0.32,0.16
387,2030,0.42,0.27,0.26,0.05
388,2030,0.27,0.36,0.2,0.17
389,2030,0.2,0.21,0.32,0.27
390,2030,0.16,0.34,0.21,0.29
391,2030,0.53,0.13,0.23,0.11
392,2030,0.17,0.32,0.34,0.17
393,2030,0.25,0.17,0.28,0.3
394,2030,0.14,0.22,0.29,0.35
395,2030,0.14,0.35,0.35,0.16
396,2030,0.42,0.27,0.23,0.08
397,2030,0.32,0.23,0.23,0.22
398,2030,0.18,0.35,0.26,0.21
399,2030,0.39,0.16,0.25,0.2
400,2030,0.09,0.24,0.33,0.34
401,2030,0.09,0.09,0.27,0.55
402,2030,0.11,0.28,0.26,0.35
403,2030,0.22,0.24,0.27,0.27
404,2030,0.12,0.23,0.38,0.27
405,2030,0.23,0.24,0.3,0.23
406,2030,0.56,0.24,0.14,0.06
407,2030,0.28,0.41,0.19,0.12
408,2030,0.17,0.25,0.26,0.32
409,2030,0.38,0.21,0.22,0.19
410,2030,0.36,0.26,0.27,0.11
411,2030,0.29,0.38,0.19,0.14
412,2030,0.44,0.37,0.16,0.03
413,2030,0.19,0.39,0.27,0.15
414,2030,0.13,0.28,0.32,0.27
415,2030,0.38,0.39,0.15,0.08
416,2030,0.28,0.29,0.28,0.15
417,2030,0.63,0.35,0.02,0
418,2030,0.39,0.25,0.25,0.11
419,2030,0.3,0.31,0.21,0.18
420,2030,0.18,0.4,0.32,0.1
421,2030,0.35,0.22,0.24,0.19
422,2030,0.25,0.25,0.31,0.19
423,2030,0.23,0.24,0.26,0.26
424,2030,0.22,0.29,0.25,0.24
425,2030,0.42,0.38,0.14,0.06
426,2030,0.6,0.18,0.18,0.04
427,2030,0.3,0.38,0.22,0.1
428,2030,0.41,0.41,0.16,0.03
429,2030,0.29,0.16,0.3,0.25
430,2030,0.35,0.32,0.18,0.15
431,2030,0.18,0.27,0.34,0.21
432,2030,0.25,0.38,0.21,0.16
433,2030,0.53,0.19,0.13,0.15
434,2030,0.1,0.24,0.34,0.32
435,2030,0.18,0.49,0.24,0.09
436,2030,0.15,0.17,0.38,0.3
437,2030,0.11,0.27,0.3,0.32
438,2030,0.14,0.29,0.36,0.21
439,2030,0.34,0.3,0.31,0.05
440,2030,0.36,0.26,0.32,0.06
441,2030,0.29,0.17,0.29,0.25
442,2030,0.17,0.23,0.41,0.19
443,2030,0.21,0.34,0.23,0.22
444,2030,0.33,0.35,0.17,0.15
445,2030,0.6,0.23,0.13,0.04
446,2030,0.53,0.36,0.09,0.02
447,2030,0.45,0.27,0.22,0.06
448,2030,0.37,0.34,0.24,0.05
449,2030,0.2,0.37,0.25,0.18
450,2030,0.34,0.28,0.3,0.08
451,2030,0.37,0.26,0.27,0.1
452,2030,0.31,0.24,0.28,0.17
453,2030,0.42,0.3,0.18,0.1
454,2030,0.46,0.24,0.14,0.16
455,2030,0.57,0.32,0.09,0.02
456,2030,0.23,0.19,0.23,0.35
457,2030,0.32,0.26,0.2,0.22
458,2030,0.39,0.28,0.2,0.13
459,2030,0.28,0.23,0.21,0.28
1,2035,0.16,0.24,0.3,0.3
2,2035,0.24,0.21,0.28,0.28
3,2035,0.17,0.2,0.38,0.25
4,2035,0.12,0.16,0.2,0.52
5,2035,0.15,0.2,0.4,0.25
6,2035,0.2,0.34,0.35,0.11
7,2035,0.3,0.42,0.21,0.07
8,2035,0.34,0.35,0.24,0.07
9,2035,0.48,0.25,0.22,0.05
10,2035,0.44,0.35,0.16,0.05
11,2035,0.33,0.26,0.22,0.19
12,2035,0.34,0.31,0.29,0.06
13,2035,0.25,0.26,0.29,0.2
14,2035,0.37,0.28,0.23,0.12
15,2035,0.3,0.24,0.26,0.2
16,2035,0.44,0.23,0.23,0.1
17,2035,0.32,0.21,0.25,0.22
18,2035,0.34,0.35,0.2,0.11
19,2035,0.31,0.17,0.18,0.34
20,2035,0.34,0.27,0.23,0.16
21,2035,0.14,0.16,0.19,0.51
22,2035,0.18,0.32,0.25,0.25
23,2035,0.08,0.32,0.25,0.35
24,2035,0.24,0.24,0.27,0.25
25,2035,0.17,0.21,0.33,0.29
26,2035,0.22,0.27,0.2,0.31
27,2035,0.34,0.34,0.28,0.04
28,2035,0.25,0.38,0.3,0.07
29,2035,0.35,0.35,0.22,0.08
30,2035,0.36,0.25,0.2,0.19
31,2035,0.25,0.19,0.28,0.28
32,2035,0.09,0.14,0.22,0.55
33,2035,0.36,0.27,0.21,0.16
34,2035,0.33,0.18,0.24,0.25
35,2035,0.26,0.18,0.2,0.36
36,2035,0.44,0.2,0.22,0.14
37,2035,0.06,0.14,0.27,0.53
38,2035,0.26,0.19,0.22,0.33
39,2035,0.05,0.12,0.21,0.62
40,2035,0.09,0.17,0.38,0.36
41,2035,0.16,0.16,0.23,0.45
42,2035,0.09,0.15,0.24,0.52
43,2035,0.2,0.21,0.3,0.3
44,2035,0.14,0.25,0.24,0.37
45,2035,0.11,0.35,0.31,0.23
46,2035,0.22,0.36,0.27,0.15
47,2035,0.27,0.27,0.26,0.2
48,2035,0.47,0.24,0.13,0.16
49,2035,0.16,0.18,0.25,0.41
50,2035,0.13,0.18,0.3,0.39
51,2035,0.17,0.22,0.28,0.33
52,2035,0.47,0.29,0.18,0.06
53,2035,0.33,0.28,0.21,0.18
54,2035,0.58,0.24,0.12,0.06
55,2035,0.36,0.33,0.18,0.13
56,2035,0.29,0.26,0.26,0.19
57,2035,0.13,0.22,0.28,0.37
58,2035,0.31,0.31,0.25,0.13
59,2035,0.25,0.31,0.24,0.2
60,2035,0.26,0.21,0.23,0.3
61,2035,0.36,0.29,0.21,0.14
62,2035,0.22,0.28,0.24,0.26
63,2035,0.34,0.29,0.2,0.17
64,2035,0.41,0.28,0.21,0.1
65,2035,0.21,0.22,0.27,0.3
66,2035,0.29,0.38,0.23,0.1
67,2035,0.12,0.36,0.28,0.24
68,2035,0.56,0.18,0.16,0.1
69,2035,0.23,0.22,0.35,0.2
70,2035,0.48,0.25,0.17,0.1
71,2035,0.33,0.35,0.21,0.11
72,2035,0.34,0.16,0.31,0.19
73,2035,0.24,0.1,0.3,0.36
74,2035,0.2,0.11,0.12,0.57
75,2035,0.03,0.05,0.23,0.69
76,2035,0.15,0.09,0.1,0.66
77,2035,0.33,0.09,0.16,0.42
78,2035,0.51,0,0.24,0.25
79,2035,0.39,0.11,0.26,0.24
80,2035,0.02,0.11,0.48,0.39
81,2035,0.2,0.2,0.12,0.48
82,2035,0.18,0.33,0.34,0.15
83,2035,0.2,0.1,0.26,0.44
84,2035,0.27,0.17,0.27,0.29
85,2035,0.23,0.22,0.22,0.33
86,2035,0.05,0.11,0.24,0.6
87,2035,0.13,0.17,0.28,0.42
88,2035,0.14,0.1,0.17,0.59
89,2035,0.19,0.11,0.22,0.48
90,2035,0.2,0.22,0.15,0.43
91,2035,0.14,0.21,0.29,0.36
92,2035,0.08,0.19,0.16,0.57
93,2035,0.08,0.09,0.32,0.51
94,2035,0.11,0.21,0.35,0.33
95,2035,0.19,0.22,0.25,0.34
96,2035,0.15,0.17,0.27,0.41
97,2035,0.28,0.23,0.23,0.26
98,2035,0.1,0.19,0.23,0.48
99,2035,0.25,0.2,0.27,0.28
100,2035,0.15,0.19,0.31,0.35
101,2035,0.21,0.27,0.19,0.33
102,2035,0.15,0.11,0.11,0.63
103,2035,0.17,0.08,0.16,0.59
104,2035,0.08,0.1,0.18,0.64
105,2035,0.05,0.08,0.17,0.7
106,2035,0.09,0.21,0.33,0.37
107,2035,0.3,0.32,0.21,0.17
108,2035,0.29,0.18,0.34,0.19
109,2035,0.69,0.07,0.24,0
110,2035,0.49,0.24,0.15,0.12
111,2035,0.38,0.22,0.26,0.14
112,2035,0.57,0.23,0.12,0.08
113,2035,0.41,0.36,0.19,0.04
114,2035,0.33,0.25,0.23,0.19
115,2035,0.41,0.29,0.21,0.09
116,2035,0.26,0.43,0.18,0.13
117,2035,0.31,0.24,0.31,0.15
118,2035,0.35,0.29,0.24,0.12
119,2035,0.42,0.27,0.18,0.13
120,2035,0.36,0.37,0.19,0.08
121,2035,0.65,0.21,0.11,0.03
122,2035,0.43,0.35,0.18,0.04
123,2035,0.59,0.2,0.17,0.04
124,2035,0.36,0.39,0.19,0.06
125,2035,0.38,0.38,0.22,0.02
126,2035,0.4,0.3,0.24,0.06
127,2035,0.36,0.38,0.17,0.09
128,2035,0.24,0.24,0.31,0.21
129,2035,0.29,0.31,0.33,0.07
130,2035,0.51,0.37,0.1,0.02
131,2035,0.44,0.25,0.16,0.15
132,2035,0.36,0.33,0.18,0.13
133,2035,0.41,0.36,0.11,0.12
134,2035,0.43,0.28,0.23,0.06
135,2035,0.46,0.34,0.16,0.04
136,2035,0.38,0.25,0.26,0.11
137,2035,0.26,0.29,0.28,0.17
138,2035,0.37,0.23,0.23,0.17
139,2035,0.37,0.21,0.2,0.22
140,2035,0.32,0.42,0.2,0.06
141,2035,0.49,0.28,0.16,0.07
142,2035,0.45,0.22,0.24,0.09
143,2035,0.52,0.34,0.09,0.05
144,2035,0.51,0.24,0.14,0.11
145,2035,0.37,0.35,0.2,0.08
146,2035,0.65,0.2,0.13,0.02
147,2035,0.5,0.21,0.22,0.07
148,2035,0.45,0.31,0.15,0.09
149,2035,0.09,0.29,0.29,0.33
150,2035,0.18,0.39,0.25,0.18
151,2035,0.16,0.35,0.3,0.19
152,2035,0.21,0.2,0.32,0.27
153,2035,0.28,0.28,0.24,0.2
154,2035,0.52,0.26,0.15,0.07
155,2035,0.22,0.27,0.33,0.18
156,2035,0.32,0.39,0.23,0.06
157,2035,0.2,0.39,0.28,0.13
158,2035,0.27,0.26,0.26,0.21
159,2035,0.48,0.35,0.12,0.05
160,2035,0.25,0.25,0.29,0.21
161,2035,0.23,0.31,0.29,0.17
162,2035,0.12,0.24,0.33,0.31
163,2035,0.3,0.3,0.16,0.23
164,2035,0.14,0.31,0.33,0.22
165,2035,0.42,0.29,0.17,0.12
166,2035,0.25,0.2,0.34,0.21
167,2035,0.5,0.17,0.23,0.1
168,2035,0.35,0.42,0.15,0.08
169,2035,0.16,0.33,0.28,0.23
170,2035,0.51,0.07,0.07,0.35
171,2035,0.25,0.25,0.25,0.25
172,2035,0.12,0.09,0.25,0.54
173,2035,0.18,0.2,0.19,0.43
174,2035,0.11,0.25,0.25,0.39
175,2035,0.18,0.18,0.21,0.43
176,2035,0.11,0.18,0.21,0.5
177,2035,0.17,0.25,0.22,0.36
178,2035,0.09,0.08,0.18,0.65
179,2035,0.04,0.13,0.31,0.52
180,2035,0.14,0.14,0.21,0.51
181,2035,0.12,0.1,0.18,0.6
182,2035,0.1,0.12,0.26,0.52
183,2035,0.16,0.26,0.16,0.42
184,2035,0.11,0.2,0.23,0.46
185,2035,0.13,0.17,0.26,0.44
186,2035,0.35,0.26,0.23,0.16
187,2035,0.34,0.31,0.26,0.09
188,2035,0.32,0.26,0.32,0.09
189,2035,0.31,0.31,0.27,0.11
190,2035,0.5,0.21,0.13,0.16
191,2035,0.18,0.32,0.28,0.22
192,2035,0.19,0.25,0.34,0.22
193,2035,0.15,0.22,0.34,0.29
194,2035,0.33,0.37,0.2,0.1
195,2035,0.31,0.31,0.27,0.11
196,2035,0.26,0.34,0.25,0.15
197,2035,0.15,0.25,0.33,0.27
198,2035,0.43,0.23,0.23,0.11
199,2035,0.37,0.35,0.19,0.09
200,2035,0.24,0.24,0.33,0.19
201,2035,0.26,0.23,0.35,0.16
202,2035,0.12,0.38,0.28,0.22
203,2035,0.1,0.26,0.32,0.32
204,2035,0.4,0.18,0.28,0.14
205,2035,0.73,0.13,0.07,0.07
206,2035,0.64,0.22,0.1,0.04
207,2035,0.07,0.18,0.39,0.36
208,2035,0.15,0.32,0.21,0.32
209,2035,0.07,0.18,0.27,0.48
210,2035,0.11,0.19,0.28,0.42
211,2035,0.23,0.18,0.34,0.25
212,2035,0.2,0.26,0.3,0.24
213,2035,0.27,0.39,0.24,0.1
214,2035,0.33,0.29,0.26,0.12
215,2035,0.11,0.27,0.37,0.25
216,2035,0.31,0.24,0.27,0.18
217,2035,0.21,0.42,0.2,0.17
218,2035,0.18,0.25,0.3,0.27
219,2035,0.11,0.11,0.25,0.53
220,2035,0.17,0.22,0.18,0.43
221,2035,0.2,0.16,0.29,0.35
222,2035,0.2,0.38,0.22,0.2
223,2035,0.17,0.2,0.25,0.38
224,2035,0.27,0.23,0.19,0.31
225,2035,0.28,0.3,0.3,0.12
226,2035,0.12,0.22,0.37,0.29
227,2035,0.26,0.31,0.31,0.12
228,2035,0.36,0.29,0.22,0.13
229,2035,0.16,0.2,0.38,0.26
230,2035,0.25,0.29,0.21,0.25
231,2035,0.12,0.24,0.31,0.33
232,2035,0.11,0.26,0.32,0.31
233,2035,0.09,0.21,0.35,0.35
234,2035,0.13,0.22,0.37,0.28
235,2035,0.29,0.27,0.24,0.2
236,2035,0.22,0.37,0.31,0.1
237,2035,0.29,0.29,0.24,0.17
238,2035,0.21,0.25,0.32,0.22
239,2035,0.14,0.25,0.3,0.3
240,2035,0.22,0.23,0.27,0.27
241,2035,0.24,0.3,0.26,0.2
242,2035,0.25,0.3,0.35,0.1
243,2035,0.43,0.29,0.21,0.07
244,2035,0.22,0.37,0.28,0.13
245,2035,0.27,0.29,0.22,0.22
246,2035,0.29,0.36,0.23,0.12
247,2035,0.19,0.24,0.38,0.19
248,2035,0.2,0.31,0.27,0.22
249,2035,0.24,0.28,0.15,0.33
250,2035,0.27,0.24,0.24,0.25
251,2035,0.04,0.84,0.12,0
252,2035,0.16,0.22,0.28,0.34
253,2035,0.05,0.14,0.27,0.54
254,2035,0.16,0.21,0.24,0.39
255,2035,0.11,0.19,0.23,0.47
256,2035,0.3,0.27,0.16,0.27
257,2035,0.29,0.15,0.16,0.4
258,2035,0.32,0.22,0.18,0.28
259,2035,0.23,0.19,0.25,0.33
260,2035,0.1,0.17,0.39,0.34
261,2035,0.6,0.19,0.13,0.08
262,2035,0.26,0.23,0.28,0.23
263,2035,0.26,0.29,0.24,0.21
264,2035,0.16,0.22,0.3,0.32
265,2035,0.27,0.13,0.31,0.29
266,2035,0.37,0.37,0.17,0.09
267,2035,0.17,0.26,0.26,0.31
268,2035,0.24,0.2,0.3,0.26
269,2035,0.42,0.26,0.14,0.18
270,2035,0.47,0.21,0.23,0.09
271,2035,0.31,0.36,0.21,0.12
272,2035,0.49,0.3,0.16,0.05
273,2035,0.45,0.26,0.17,0.12
274,2035,0.52,0.17,0.22,0.09
275,2035,0.25,0.3,0.3,0.16
276,2035,0.26,0.25,0.28,0.21
277,2035,0.22,0.16,0.24,0.38
278,2035,0.22,0.22,0.29,0.27
279,2035,0.15,0.12,0.27,0.46
280,2035,0.08,0.08,0.19,0.65
281,2035,0.22,0.19,0.23,0.36
282,2035,0.11,0.14,0.31,0.44
283,2035,0.12,0.18,0.27,0.43
284,2035,0.05,0.11,0.27,0.57
285,2035,0.13,0.11,0.22,0.54
286,2035,0.26,0.4,0.22,0.12
287,2035,0.37,0.25,0.2,0.18
288,2035,0.26,0.29,0.27,0.18
289,2035,0.2,0.16,0.28,0.36
290,2035,0.29,0.29,0.23,0.18
291,2035,0.43,0.22,0.22,0.13
292,2035,0.23,0.34,0.3,0.13
293,2035,0.22,0.37,0.24,0.17
294,2035,0.25,0.29,0.23,0.23
295,2035,0.24,0.23,0.3,0.23
296,2035,0.33,0.3,0.22,0.15
297,2035,0.16,0.31,0.36,0.17
298,2035,0.41,0.32,0.17,0.1
299,2035,0.46,0.31,0.18,0.05
300,2035,0.28,0.19,0.16,0.37
301,2035,0.1,0.17,0.36,0.37
302,2035,0.12,0.22,0.31,0.35
303,2035,0.23,0.16,0.31,0.31
304,2035,0.23,0.32,0.24,0.21
305,2035,0.11,0.21,0.2,0.48
306,2035,0.16,0.14,0.31,0.39
307,2035,0.23,0.12,0.25,0.4
308,2035,0.15,0.23,0.3,0.32
309,2035,0.31,0.25,0.22,0.22
310,2035,0.17,0.18,0.22,0.43
311,2035,0.09,0.16,0.34,0.41
312,2035,0.15,0.27,0.13,0.45
313,2035,0.19,0.24,0.19,0.38
314,2035,0.09,0.25,0.39,0.27
315,2035,0.3,0.19,0.24,0.27
316,2035,0.45,0.38,0.12,0.05
317,2035,0.21,0.27,0.34,0.18
318,2035,0.51,0.26,0.18,0.05
319,2035,0.1,0.22,0.3,0.38
320,2035,0.12,0.26,0.3,0.32
321,2035,0.16,0.25,0.38,0.21
322,2035,0.21,0.2,0.36,0.23
323,2035,0.04,0.03,0.16,0.77
324,2035,0.17,0.21,0.25,0.37
325,2035,0.13,0.21,0.28,0.38
326,2035,0.2,0.21,0.26,0.33
327,2035,0.23,0.23,0.34,0.2
328,2035,0.14,0.29,0.33,0.24
329,2035,0.11,0.35,0.35,0.18
330,2035,0.09,0.18,0.36,0.37
331,2035,0.55,0.2,0.17,0.08
332,2035,0.45,0.13,0.22,0.2
333,2035,0.72,0.1,0.13,0.05
334,2035,0.18,0.31,0.25,0.26
335,2035,0.15,0.25,0.39,0.21
336,2035,0.14,0.23,0.29,0.34
337,2035,0.27,0.26,0.27,0.2
338,2035,0.3,0.31,0.23,0.16
339,2035,0.05,0.25,0.28,0.42
340,2035,0.16,0.2,0.34,0.3
341,2035,0.21,0.19,0.23,0.37
342,2035,0.15,0.24,0.24,0.37
343,2035,0.22,0.17,0.25,0.36
344,2035,0.14,0.46,0.3,0.1
345,2035,0.31,0.34,0.2,0.15
346,2035,0.29,0.36,0.25,0.1
347,2035,0.13,0.35,0.21,0.31
348,2035,0.4,0.38,0.16,0.06
349,2035,0.4,0.33,0.17,0.1
350,2035,0.51,0.26,0.09,0.14
351,2035,0.31,0.24,0.25,0.2
352,2035,0.15,0.21,0.3,0.34
353,2035,0.18,0.23,0.22,0.37
354,2035,0.12,0.32,0.27,0.29
355,2035,0.19,0.27,0.29,0.25
356,2035,0.17,0.33,0.32,0.18
357,2035,0.2,0.44,0.16,0.2
358,2035,0.22,0.19,0.36,0.23
359,2035,0.22,0.26,0.2,0.32
360,2035,0.13,0.27,0.3,0.3
